sentence_id	token	gold_modal
0	The	O
0	American	O
0	Department	O
0	of	O
0	State	O
0	,	O
0	in	O
0	its	O
0	annual	O
0	report	O
0	on	O
0	human	O
0	rights	S-rules
0	,	O
0	has	O
0	accused	O
0	a	O
0	number	O
0	of	O
0	countries	O
0	,	O
0	including	O
0	Iran	O
0	,	O
0	of	O
0	human	O
0	rights	S-rules
0	violations	S-rules
0	.	O

1	This	O
1	is	O
1	taking	O
1	place	O
1	at	O
1	a	O
1	time	O
1	when	O
1	the	O
1	government	O
1	of	O
1	[	O
1	George	O
1	W.	O
1	]	O
1	Bush	O
1	has	O
1	been	O
1	identified	O
1	as	O
1	the	O
1	top	O
1	violator	S-rules
1	of	O
1	human	O
1	rights	S-rules
1	of	O
1	the	O
1	last	O
1	Christian	O
1	year	O
1	because	O
1	of	O
1	the	O
1	restrictions	S-rules
1	imposed	S-rules
1	on	O
1	the	O
1	American	O
1	citizens	O
1	under	O
1	the	O
1	excuse	O
1	of	O
1	fighting	O
1	terrorism	O
1	.	O

2	Moreover	O
2	,	O
2	the	O
2	American	O
2	administration	O
2	has	O
2	violated	O
2	the	O
2	rights	S-rules
2	of	O
2	the	O
2	minorities	O
2	and	O
2	in	O
2	particular	O
2	the	O
2	Muslim	O
2	minority	O
2	who	O
2	have	O
2	migrated	O
2	to	O
2	America	O
2	.	O

3	The	O
3	American	O
3	administration	O
3	is	O
3	keeping	O
3	the	O
3	Taleban	O
3	and	O
3	Al-Qa'idah	O
3	prisoners	O
3	in	O
3	metal	O
3	cages	O
3	named	O
3	detention	O
3	centres	O
3	and	O
3	it	O
3	is	O
3	refusing	O
3	to	O
3	identify	O
3	them	O
3	as	O
3	prisoners	O
3	of	O
3	war	O
3	.	O

4	This	O
4	is	O
4	another	O
4	example	O
4	of	O
4	human	O
4	rights	S-rules
4	violations	S-rules
4	in	O
4	America	O
4	.	O

5	Only	O
5	after	O
5	the	O
5	extensive	O
5	protest	O
5	of	O
5	the	O
5	world	O
5	[	O
5	media	O
5	]	O
5	and	O
5	the	O
5	human	O
5	rights	S-rules
5	organizations	O
5	,	O
5	the	O
5	American	O
5	administration	O
5	was	O
5	compelled	O
5	to	O
5	partially	O
5	recognize	O
5	this	O
5	right	O
5	.	O

6	The	O
6	most	O
6	interesting	O
6	point	O
6	is	O
6	that	O
6	America	O
6	has	O
6	been	O
6	expelled	O
6	from	O
6	membership	O
6	of	O
6	the	O
6	international	O
6	human	O
6	rights	S-rules
6	organization	O
6	,	O
6	because	O
6	of	O
6	its	O
6	repeated	O
6	violation	S-rules
6	of	O
6	human	O
6	rights	S-rules
6	.	O

7	How	O
7	can	S-agent
7	,	O
7	under	O
7	such	O
7	circumstances	O
7	,	O
7	America	O
7	allow	S-rules
7	itself	O
7	to	O
7	express	O
7	an	O
7	opinion	S-knowledge
7	over	O
7	the	O
7	issue	O
7	of	O
7	human	O
7	rights	S-rules
7	in	O
7	other	O
7	countries	O
7	.	O

8	It	O
8	seems	O
8	that	O
8	America	O
8	's	O
8	unilateral	O
8	policy	O
8	does	O
8	not	O
8	identify	O
8	any	O
8	limits	O
8	for	O
8	itself	O
8	.	O

9	The	O
9	American	O
9	administration	O
9	,	O
9	during	O
9	Bush	O
9	's	O
9	presidency	O
9	in	O
9	particular	O
9	,	O
9	has	O
9	adopted	O
9	unilateral	O
9	policies	O
9	over	O
9	such	O
9	international	O
9	issues	O
9	as	O
9	the	O
9	reduction	O
9	of	O
9	strategic	S-intentional
9	arms	O
9	,	O
9	environmental	O
9	concerns	O
9	including	O
9	the	O
9	Kyoto	O
9	protocol	O
9	,	O
9	proposal	O
9	to	O
9	set	O
9	up	O
9	an	O
9	international	O
9	criminal	O
9	court	O
9	and	O
9	lately	O
9	over	O
9	the	O
9	fight	O
9	against	O
9	terrorism	O
9	.	O

10	That	O
10	is	O
10	,	O
10	American	O
10	administration	O
10	assumes	O
10	the	O
10	right	S-rules
10	to	O
10	interfere	O
10	in	O
10	all	O
10	international	O
10	issues	O
10	and	O
10	internal	O
10	affairs	O
10	of	O
10	other	O
10	countries	O
10	,	O
10	but	O
10	itself	O
10	does	O
10	not	O
10	care	O
10	about	O
10	the	O
10	concern	O
10	of	O
10	the	O
10	global	O
10	community	O
10	vis-a-vis	O
10	the	O
10	American	O
10	policies	O
10	which	O
10	at	O
10	times	O
10	influence	O
10	a	O
10	large	O
10	part	O
10	of	O
10	the	O
10	world	O
10	.	O

11	They	O
11	can	S-agent
11	not	O
11	,	O
11	therefore	O
11	,	O
11	blame	O
11	the	O
11	world	O
11	for	O
11	viewing	O
11	such	O
11	reports	O
11	as	O
11	a	O
11	tool	O
11	to	O
11	advance	O
11	America	O
11	's	O
11	foreign	O
11	policy	O
11	.	O

12	Buenos	O
12	Aires	O
12	,	O
12	22	O
12	April	O
12	(	O
12	Telam	O
12	)	O
12	--	O
12	Justicialist	O
12	Deputy	O
12	Jose	O
12	Manuel	O
12	Diaz	O
12	Bancalari	O
12	said	O
12	today	O
12	that	O
12	the	O
12	IMF	O
12	``	O
12	is	O
12	seeking	O
12	to	O
12	create	O
12	an	O
12	uncontrollable	O
12	social	O
12	situation	O
12	''	O
12	with	O
12	the	O
12	demands	O
12	it	O
12	has	O
12	made	O
12	of	O
12	the	O
12	government	O
12	and	O
12	,	O
12	on	O
12	the	O
12	other	O
12	hand	O
12	,	O
12	he	O
12	confirmed	O
12	the	O
12	PJ	O
12	[	O
12	Justicialist	O
12	Party	O
12	]	O
12	bloc	O
12	's	O
12	willingness	O
12	to	O
12	support	O
12	approval	S-rules
12	of	O
12	the	O
12	draft	O
12	law	O
12	on	O
12	bonds	O
12	submitted	O
12	by	O
12	the	O
12	executive	O
12	branch	O
12	.	O

13	``	O
13	It	O
13	seems	O
13	as	O
13	if	O
13	they	O
13	are	O
13	seeking	O
13	to	O
13	create	O
13	an	O
13	uncontrollable	O
13	social	O
13	situation	O
13	,	O
13	''	O
13	the	O
13	legislator	O
13	stated	O
13	this	O
13	morning	O
13	,	O
13	referring	O
13	to	O
13	the	O
13	demands	O
13	presented	O
13	by	O
13	the	O
13	IMF	O
13	to	O
13	the	O
13	country	O
13	for	O
13	reaching	O
13	a	O
13	new	O
13	agreement	O
13	that	O
13	would	S-world
13	bring	O
