sentence_id	token	gold_modal
0	The	O
0	American	O
0	Department	O
0	of	O
0	State	O
0	,	O
0	in	O
0	its	O
0	annual	O
0	report	O
0	on	O
0	human	O
0	rights	S-rules
0	,	O
0	has	O
0	accused	O
0	a	O
0	number	O
0	of	O
0	countries	O
0	,	O
0	including	O
0	Iran	O
0	,	O
0	of	O
0	human	O
0	rights	S-rules
0	violations	S-rules
0	.	O

1	This	O
1	is	O
1	taking	O
1	place	O
1	at	O
1	a	O
1	time	O
1	when	O
1	the	O
1	government	O
1	of	O
1	[	O
1	George	O
1	W.	O
1	]	O
1	Bush	O
1	has	O
1	been	O
1	identified	O
1	as	O
1	the	O
1	top	O
1	violator	S-rules
1	of	O
1	human	O
1	rights	S-rules
1	of	O
1	the	O
1	last	O
1	Christian	O
1	year	O
1	because	O
1	of	O
1	the	O
1	restrictions	S-rules
1	imposed	S-rules
1	on	O
1	the	O
1	American	O
1	citizens	O
1	under	O
1	the	O
1	excuse	O
1	of	O
1	fighting	O
1	terrorism	O
1	.	O

2	So	O
2	far	O
2	the	O
2	Bush	O
2	administration	O
2	has	O
2	denied	O
2	its	O
2	citizens	O
2	their	O
2	legitimate	S-rules
2	rights	O
2	,	O
2	has	O
2	set	O
2	up	O
2	military	O
2	courts	O
2	to	O
2	try	O
2	the	O
2	people	O
2	charged	S-knowledge
2	with	O
2	terrorism	O
2	without	O
2	giving	O
2	the	O
2	accused	O
2	the	O
2	right	S-rules
2	of	O
2	appeal	O
2	or	O
2	the	O
2	basic	O
2	right	S-rules
2	to	O
2	appoint	O
2	a	O
2	lawyer	O
2	.	O

3	Moreover	O
3	,	O
3	the	O
3	American	O
3	administration	O
3	has	O
3	violated	O
3	the	O
3	rights	S-rules
3	of	O
3	the	O
3	minorities	O
3	and	O
3	in	O
3	particular	O
3	the	O
3	Muslim	O
3	minority	O
3	who	O
3	have	O
3	migrated	O
3	to	O
3	America	O
3	.	O

4	The	O
4	American	O
4	administration	O
4	is	O
4	keeping	O
4	the	O
4	Taleban	O
4	and	O
4	Al-Qa'idah	O
4	prisoners	O
4	in	O
4	metal	O
4	cages	O
4	named	O
4	detention	O
4	centres	O
4	and	O
4	it	O
4	is	O
4	refusing	O
4	to	O
4	identify	O
4	them	O
4	as	O
4	prisoners	O
4	of	O
4	war	O
4	.	O

5	This	O
5	is	O
5	another	O
5	example	O
5	of	O
5	human	O
5	rights	S-rules
5	violations	S-rules
5	in	O
5	America	O
5	.	O

6	Only	O
6	after	O
6	the	O
6	extensive	O
6	protest	O
6	of	O
6	the	O
6	world	O
6	[	O
6	media	O
6	]	O
6	and	O
6	the	O
6	human	O
6	rights	S-rules
6	organizations	O
6	,	O
6	the	O
6	American	O
6	administration	O
6	was	O
6	compelled	O
6	to	O
6	partially	O
6	recognize	O
6	this	O
6	right	O
6	.	O

7	The	O
7	most	O
7	interesting	O
7	point	O
7	is	O
7	that	O
7	America	O
7	has	O
7	been	O
7	expelled	O
7	from	O
7	membership	O
7	of	O
7	the	O
7	international	O
7	human	O
7	rights	S-rules
7	organization	O
7	,	O
7	because	O
7	of	O
7	its	O
7	repeated	O
7	violation	S-rules
7	of	O
7	human	O
7	rights	S-rules
7	.	O

8	The	O
8	American	O
8	administration	O
8	,	O
8	during	O
8	Bush	O
8	's	O
8	presidency	O
8	in	O
8	particular	O
8	,	O
8	has	O
8	adopted	O
8	unilateral	O
8	policies	O
8	over	O
8	such	O
8	international	O
8	issues	O
8	as	O
8	the	O
8	reduction	O
8	of	O
8	strategic	S-intentional
8	arms	O
8	,	O
8	environmental	O
8	concerns	O
8	including	O
8	the	O
8	Kyoto	O
8	protocol	O
8	,	O
8	proposal	O
8	to	O
8	set	O
8	up	O
8	an	O
8	international	O
8	criminal	O
8	court	O
8	and	O
8	lately	O
8	over	O
8	the	O
8	fight	O
8	against	O
8	terrorism	O
8	.	O

9	The	O
9	State	O
9	Department	O
9	's	O
9	current	O
9	expression	O
9	of	O
9	view	O
9	on	O
9	human	O
9	rights	S-rules
9	records	O
9	of	O
9	other	O
9	countries	O
9	is	O
9	in	O
9	fact	O
9	the	O
9	continuation	O
9	of	O
9	the	O
9	same	O
9	unilateral	O
9	policy	O
9	pursued	O
9	by	O
9	the	O
9	American	O
9	administration	O
9	.	O

10	That	O
10	is	O
10	,	O
10	American	O
10	administration	O
10	assumes	O
10	the	O
10	right	S-rules
10	to	O
10	interfere	O
10	in	O
10	all	O
10	international	O
10	issues	O
10	and	O
10	internal	O
10	affairs	O
10	of	O
10	other	O
10	countries	O
10	,	O
10	but	O
10	itself	O
10	does	O
10	not	O
10	care	O
10	about	O
10	the	O
10	concern	O
10	of	O
10	the	O
10	global	O
10	community	O
10	vis-a-vis	O
10	the	O
10	American	O
10	policies	O
10	which	O
10	at	O
10	times	O
10	influence	O
10	a	O
10	large	O
10	part	O
10	of	O
10	the	O
10	world	O
10	.	O

11	It	O
11	is	O
11	a	O
11	human	O
11	virtue	O
11	to	O
11	express	O
11	concern	O
11	on	O
11	human	O
11	rights	S-rules
11	issues	O
11	in	O
11	the	O
11	world	O
11	,	O
11	but	O
11	the	O
11	American	O
11	authorities	O
11	-	O
11	after	O
11	massacring	O
11	thousands	O
11	of	O
11	innocent	S-rules
11	people	O
11	in	O
11	Afghanistan	O
11	under	O
11	the	O
11	excuse	O
11	of	O
11	fighting	O
11	terrorism	O
11	which	O
11	is	O
11	still	O
11	continuing	O
11	-	O
11	can	S-world
11	not	O
11	expect	O
11	the	O
11	people	O
11	of	O
11	the	O
11	world	O
11	to	O
11	take	O
11	seriously	O
11	the	O
11	annual	O
11	report	O
11	issued	O
11	by	O
11	their	O
11	Department	O
11	of	O
11	State	O
11	on	O
11	human	O
11	rights	S-rules
11	.	O

12	Buenos	O
12	Aires	O
12	,	O
12	22	O
12	April	O
12	(	O
12	Telam	O
12	)	O
12	--	O
12	Justicialist	O
12	Deputy	O
12	Jose	O
12	Manuel	O
12	Diaz	O
12	Bancalari	O
12	said	O
12	today	O
12	that	O
12	the	O
12	IMF	O
12	``	O
12	is	O
12	seeking	O
12	to	O
12	create	O
12	an	O
12	uncontrollable	O
12	social	O
12	situation	O
12	''	O
12	with	O
12	the	O
12	demands	O
12	it	O
12	has	O
12	made	O
12	of	O
