sentence_id	token	gold_modal
0	The	O
0	American	O
0	Department	O
0	of	O
0	State	O
0	,	O
0	in	O
0	its	O
0	annual	O
0	report	O
0	on	O
0	human	B_event
0	rights	I_rules
0	,	O
0	has	O
0	accused	O
0	a	O
0	number	O
0	of	O
0	countries	O
0	,	O
0	including	O
0	Iran	O
0	,	O
0	of	O
0	human	B_event
0	rights	I_rules
0	violations	I_rules
0	.	O

1	This	O
1	is	O
1	taking	O
1	place	O
1	at	O
1	a	O
1	time	O
1	when	O
1	the	O
1	government	O
1	of	O
1	[	O
1	George	O
1	W.	O
1	]	O
1	Bush	O
1	has	O
1	been	O
1	identified	O
1	as	O
1	the	O
1	top	O
1	violator	B_rules
1	of	I_event
1	human	I_event
1	rights	I_rules
1	of	O
1	the	O
1	last	O
1	Christian	O
1	year	O
1	because	O
1	of	O
1	the	O
1	restrictions	B_rules
1	imposed	I_rules
1	on	I_event
1	the	I_event
1	American	I_event
1	citizens	I_event
1	under	O
1	the	O
1	excuse	O
1	of	O
1	fighting	O
1	terrorism	O
1	.	O

2	So	O
2	far	O
2	the	O
2	Bush	O
2	administration	O
2	has	O
2	denied	O
2	its	O
2	citizens	O
2	their	O
2	legitimate	B_rules
2	rights	I_event
2	,	O
2	has	O
2	set	O
2	up	O
2	military	O
2	courts	O
2	to	O
2	try	O
2	the	O
2	people	B_event
2	charged	I_knowledge
2	with	I_event
2	terrorism	I_event
2	without	O
2	giving	O
2	the	O
2	accused	O
2	the	O
2	right	B_rules
2	of	I_event
2	appeal	I_event
2	or	O
2	the	O
2	basic	O
2	right	B_rules
2	to	I_event
2	appoint	I_event
2	a	I_event
2	lawyer	I_event
2	.	O

3	Moreover	O
3	,	O
3	the	O
3	American	O
3	administration	O
3	has	O
3	violated	O
3	the	O
3	rights	B_rules
3	of	I_event
3	the	I_event
3	minorities	I_event
3	and	O
3	in	O
3	particular	O
3	the	O
3	Muslim	O
3	minority	O
3	who	O
3	have	O
3	migrated	O
3	to	O
3	America	O
3	.	O

4	The	O
4	American	O
4	administration	O
4	is	O
4	keeping	O
4	the	O
4	Taleban	O
4	and	O
4	Al-Qa'idah	O
4	prisoners	O
4	in	O
4	metal	O
4	cages	O
4	named	O
4	detention	O
4	centres	O
4	and	O
4	it	O
4	is	O
4	refusing	O
4	to	O
4	identify	O
4	them	O
4	as	O
4	prisoners	O
4	of	O
4	war	O
4	.	O

5	This	O
5	is	O
5	another	O
5	example	O
5	of	O
5	human	B_event
5	rights	I_rules
5	violations	I_rules
5	in	O
5	America	O
5	.	O

6	Only	O
6	after	O
6	the	O
6	extensive	O
6	protest	O
6	of	O
6	the	O
6	world	O
6	[	O
6	media	O
6	]	O
6	and	O
6	the	O
6	human	B_event
6	rights	I_rules
6	organizations	O
6	,	O
6	the	O
6	American	O
6	administration	O
6	was	O
6	compelled	O
6	to	O
6	partially	O
6	recognize	O
6	this	O
6	right	O
6	.	O

7	How	O
7	can	B_agent
7	,	O
7	under	O
7	such	O
7	circumstances	O
7	,	O
7	America	B_event
7	allow	I_rules
7	itself	I_event
7	to	I_event
7	express	I_event
7	an	I_event
7	opinion	I_knowledge
7	over	I_event
7	the	I_event
7	issue	I_event
7	of	I_event
7	human	I_event
7	rights	I_rules
7	in	I_event
7	other	I_event
7	countries	I_event
7	.	O

8	It	O
8	seems	O
8	that	O
8	America	O
8	's	O
8	unilateral	O
8	policy	O
8	does	O
8	not	O
8	identify	O
8	any	O
8	limits	O
8	for	O
8	itself	O
8	.	O

9	The	O
9	State	O
9	Department	O
9	's	O
9	current	O
9	expression	O
9	of	O
9	view	O
9	on	O
9	human	B_event
9	rights	I_rules
9	records	O
9	of	O
9	other	O
9	countries	O
9	is	O
9	in	O
9	fact	O
9	the	O
9	continuation	O
9	of	O
9	the	O
9	same	O
9	unilateral	O
9	policy	O
9	pursued	O
9	by	O
9	the	O
9	American	O
9	administration	O
9	.	O

10	That	O
10	is	O
10	,	O
10	American	O
10	administration	O
10	assumes	O
10	the	O
10	right	B_rules
10	to	I_event
10	interfere	I_event
10	in	I_event
10	all	I_event
10	international	I_event
10	issues	I_event
10	and	I_event
10	internal	I_event
10	affairs	I_event
10	of	I_event
10	other	I_event
10	countries	I_event
10	,	O
10	but	O
10	itself	O
10	does	O
10	not	O
10	care	O
10	about	O
10	the	O
10	concern	O
10	of	O
10	the	O
10	global	O
10	community	O
10	vis-a-vis	O
10	the	O
10	American	O
10	policies	O
10	which	O
10	at	O
10	times	O
10	influence	O
10	a	O
10	large	O
10	part	O
10	of	O
10	the	O
10	world	O
10	.	O

11	It	O
11	is	O
11	a	O
11	human	O
11	virtue	O
11	to	O
11	express	O
11	concern	O
11	on	O
11	human	B_event
11	rights	I_rules
11	issues	O
11	in	O
11	the	O
11	world	O
11	,	O
11	but	O
11	the	B_event
11	American	I_event
11	authorities	I_event
11	-	O
11	after	O
11	massacring	O
11	thousands	O
11	of	O
11	innocent	B_rules
11	people	I_event
11	in	O
11	Afghanistan	O
11	under	O
11	the	O
11	excuse	O
11	of	O
11	fighting	O
11	terrorism	O
11	which	O
11	is	O
11	still	O
11	continuing	O
11	-	O
11	can	B_world
11	not	O
11	expect	B_event
11	the	I_event
11	people	I_event
11	of	I_event
11	the	I_event
11	world	I_event
11	to	I_event
11	take	I_event
11	seriously	I_event
11	the	I_event
11	annual	I_event
11	report	I_event
11	issued	I_event
11	by	I_event
11	their	I_event
11	Department	I_event
11	of	I_event
11	State	I_event
11	on	I_event
11	human	I_event
11	rights	I_rules
11	.	O

12	They	B_event
12	can	I_agent
12	not	O
12	,	O
12	therefore	O
12	,	O
12	blame	B_event
12	the	I_event
12	world	I_event
12	for	I_event
12	viewing	I_event
12	such	I_event
12	reports	I_event
12	as	I_event
12	a	I_event
12	tool	I_event
12	to	I_event
12	advance	I_event
12	America	I_event
12	's	I_event
12	foreign	I_event
12	policy	I_event
12	.	O

13	``	O
13	It	O
13	seems	O
13	as	O
13	if	O
13	they	O
13	are	O
13	seeking	O
13	to	O
13	create	O
13	an	O
13	uncontrollable	O
13	social	O
13	situation	O
13	,	O
13	''	O
13	the	O
13	legislator	O
13	stated	O
13	this	O
13	morning	O
13	,	O
13	referring	O
13	to	O
13	the	O
13	demands	O
13	presented	O
13	by	O
