sentence_id	token	gold_modal
0	The	O
0	American	O
0	Department	O
0	of	O
0	State	O
0	,	O
0	in	O
0	its	O
0	annual	O
0	report	O
0	on	O
0	human	B-event
0	rights	I-rules
0	,	O
0	has	O
0	accused	O
0	a	O
0	number	O
0	of	O
0	countries	O
0	,	O
0	including	O
0	Iran	O
0	,	O
0	of	O
0	human	B-event
0	rights	I-rules
0	violations	I-rules
0	.	O

1	So	O
1	far	O
1	the	O
1	Bush	O
1	administration	O
1	has	O
1	denied	O
1	its	O
1	citizens	O
1	their	O
1	legitimate	B-rules
1	rights	I-event
1	,	O
1	has	O
1	set	O
1	up	O
1	military	O
1	courts	O
1	to	O
1	try	O
1	the	O
1	people	B-event
1	charged	I-knowledge
1	with	I-event
1	terrorism	I-event
1	without	O
1	giving	O
1	the	O
1	accused	O
1	the	O
1	right	B-rules
1	of	I-event
1	appeal	I-event
1	or	O
1	the	O
1	basic	O
1	right	B-rules
1	to	I-event
1	appoint	I-event
1	a	I-event
1	lawyer	I-event
1	.	O

2	The	O
2	American	O
2	administration	O
2	is	O
2	keeping	O
2	the	O
2	Taleban	O
2	and	O
2	Al-Qa'idah	O
2	prisoners	O
2	in	O
2	metal	O
2	cages	O
2	named	O
2	detention	O
2	centres	O
2	and	O
2	it	O
2	is	O
2	refusing	O
2	to	O
2	identify	O
2	them	O
2	as	O
2	prisoners	O
2	of	O
2	war	O
2	.	O

3	This	O
3	is	O
3	another	O
3	example	O
3	of	O
3	human	B-event
3	rights	I-rules
3	violations	I-rules
3	in	O
3	America	O
3	.	O

4	Only	O
4	after	O
4	the	O
4	extensive	O
4	protest	O
4	of	O
4	the	O
4	world	O
4	[	O
4	media	O
4	]	O
4	and	O
4	the	O
4	human	B-event
4	rights	I-rules
4	organizations	O
4	,	O
4	the	O
4	American	O
4	administration	O
4	was	O
4	compelled	O
4	to	O
4	partially	O
4	recognize	O
4	this	O
4	right	O
4	.	O

5	The	O
5	most	O
5	interesting	O
5	point	O
5	is	O
5	that	O
5	America	O
5	has	O
5	been	O
5	expelled	O
5	from	O
5	membership	O
5	of	O
5	the	O
5	international	O
5	human	B-event
5	rights	I-rules
5	organization	O
5	,	O
5	because	O
5	of	O
5	its	O
5	repeated	O
5	violation	B-rules
5	of	I-event
5	human	I-event
5	rights	I-rules
5	.	O

6	How	O
6	can	B-agent
6	,	O
6	under	O
6	such	O
6	circumstances	O
6	,	O
6	America	B-event
6	allow	I-rules
6	itself	I-event
6	to	I-event
6	express	I-event
6	an	I-event
6	opinion	I-knowledge
6	over	I-event
6	the	I-event
6	issue	I-event
6	of	I-event
6	human	I-event
6	rights	I-rules
6	in	I-event
6	other	I-event
6	countries	I-event
6	.	O

7	It	O
7	seems	O
7	that	O
7	America	O
7	's	O
7	unilateral	O
7	policy	O
7	does	O
7	not	O
7	identify	O
7	any	O
7	limits	O
7	for	O
7	itself	O
7	.	O

8	The	O
8	American	O
8	administration	O
8	,	O
8	during	O
8	Bush	O
8	's	O
8	presidency	O
8	in	O
8	particular	O
8	,	O
8	has	O
8	adopted	O
8	unilateral	O
8	policies	O
8	over	O
8	such	O
8	international	O
8	issues	O
8	as	O
8	the	O
8	reduction	O
8	of	O
8	strategic	B-intentional
8	arms	I-event
8	,	O
8	environmental	O
8	concerns	O
8	including	O
8	the	O
8	Kyoto	O
8	protocol	O
8	,	O
8	proposal	O
8	to	O
8	set	O
8	up	O
8	an	O
8	international	O
8	criminal	O
8	court	O
8	and	O
8	lately	O
8	over	O
8	the	O
8	fight	O
8	against	O
8	terrorism	O
8	.	O

9	The	O
9	State	O
9	Department	O
9	's	O
9	current	O
9	expression	O
9	of	O
9	view	O
9	on	O
9	human	B-event
9	rights	I-rules
9	records	O
9	of	O
9	other	O
9	countries	O
9	is	O
9	in	O
9	fact	O
9	the	O
9	continuation	O
9	of	O
9	the	O
9	same	O
9	unilateral	O
9	policy	O
9	pursued	O
9	by	O
9	the	O
9	American	O
9	administration	O
9	.	O

10	It	O
10	is	O
10	a	O
10	human	O
10	virtue	O
10	to	O
10	express	O
10	concern	O
10	on	O
10	human	B-event
10	rights	I-rules
10	issues	O
10	in	O
10	the	O
10	world	O
10	,	O
10	but	O
10	the	B-event
10	American	I-event
10	authorities	I-event
10	-	O
10	after	O
10	massacring	O
10	thousands	O
10	of	O
10	innocent	B-rules
10	people	I-event
10	in	O
10	Afghanistan	O
10	under	O
10	the	O
10	excuse	O
10	of	O
10	fighting	O
10	terrorism	O
10	which	O
10	is	O
10	still	O
10	continuing	O
10	-	O
10	can	B-world
10	not	O
10	expect	B-event
10	the	I-event
10	people	I-event
10	of	I-event
10	the	I-event
10	world	I-event
10	to	I-event
10	take	I-event
10	seriously	I-event
10	the	I-event
10	annual	I-event
10	report	I-event
10	issued	I-event
10	by	I-event
10	their	I-event
10	Department	I-event
10	of	I-event
10	State	I-event
10	on	I-event
10	human	I-event
10	rights	I-rules
10	.	O

11	They	B-event
11	can	I-agent
11	not	O
11	,	O
11	therefore	O
11	,	O
11	blame	B-event
11	the	I-event
11	world	I-event
11	for	I-event
11	viewing	I-event
11	such	I-event
11	reports	I-event
11	as	I-event
11	a	I-event
11	tool	I-event
11	to	I-event
11	advance	I-event
11	America	I-event
11	's	I-event
11	foreign	I-event
11	policy	I-event
11	.	O

12	Buenos	O
12	Aires	O
12	,	O
12	22	O
12	April	O
12	(	O
12	Telam	O
12	)	O
12	--	O
12	Justicialist	O
12	Deputy	O
12	Jose	O
12	Manuel	O
12	Diaz	O
12	Bancalari	O
12	said	O
12	today	O
12	that	O
12	the	O
12	IMF	O
12	``	O
12	is	O
12	seeking	O
12	to	O
12	create	O
12	an	O
12	uncontrollable	O
12	social	O
12	situation	O
12	''	O
12	with	O
12	the	O
12	demands	O
12	it	O
12	has	O
12	made	O
12	of	O
12	the	O
12	government	O
12	and	O
12	,	O
12	on	O
12	the	O
12	other	O
12	hand	O
12	,	O
12	he	O
12	confirmed	O
12	the	O
12	PJ	O
12	[	O
12	Justicialist	O
12	Party	O
12	]	O
12	bloc	O
12	's	O
12	willingness	O
12	to	O
12	support	O
12	approval	B-rules
12	of	I-event
12	the	I-event
12	draft	I-event
12	law	I-event
12	on	I-event
12	bonds	I-event
12	submitted	I-event
12	by	I-event
